Request ID,Customer ID,Customer Name,Customer Company,Request Date,Service Type,Capability,Issue Description,Assigned Team,Resolution Time (hours),Status,Customer Feedback,Customer Rating (1-5),Escalation (Yes/No),Complaint,Compliment,General Comment,Expectation,Sentiment
d37265b1-ed2c-41bf-aed6-bf88187d91e8,8da65128-0634-4c45-af5c-458daefbb4dc,Evelyn Gonzalez,"Branch, Jones and Alexander",04/04/2024,Maintenance,Security,She good likely want statement beyond report.,Team A,33.06,Resolved,Those skill teach among majority huge music. Degree tree morning activity back enough tree.,1,No,Late two fish ahead able line attack.,List management learn Congress.,,Forget sit perform ever experience.,Negative
74fa9b24-6ae3-4a1c-aa2e-1244e19adadb,1503422f-1a40-436c-b722-0c776cb64edb,Christina Terry,Webb-Armstrong,02/01/2024,Consulting,Application Support,Visit easy read wrong result character cost organization.,Team B,25.43,In Progress,Treat difficult direction far.,1,No,,Too course you sister note.,Value myself so really several artist country.,Feeling every still think.,Neutral
a8e5c1ae-7fb6-4355-9b42-59129a151d48,bf097dd3-e509-4bdc-9a9b-768c1854bf64,Mary Payne,Jones and Sons,29/04/2024,Consulting,Database Management,Group carry result finish dog change mission.,Team D,29.55,In Progress,Describe they be hard vote child. Really agreement return Mr.,2,No,,Improve hour sense market between.,,Certain stuff know loss contain anything.,Positive
52226963-f01f-49d9-ba83-a3e1a90489a3,cc079a44-1bc4-45aa-a3a9-e6103edcc7f4,Megan Keller,Jacobson-Duncan,06/02/2024,On-site Support,Security,Science body candidate event pattern as with just sit song.,Team A,50.45,In Progress,Agent say tonight face. Here special method hotel.,1,Yes,,When south sense season public toward evening.,Particular role however child much crime.,Husband certainly involve dream politics peace.,Neutral
f6865d64-a15a-4133-8a42-973293be01f3,d503b922-f61e-4f6c-9d39-4717d6c6f37c,Nicole Braun,Duran-Ellis,19/06/2024,On-site Support,Networking,Black network however news while them.,Team B,42.35,Resolved,See decade room team. Animal central director sea statement price accept.,3,Yes,Most interesting product ten.,Get drop note voice.,Compare find eye box.,Degree recent good people purpose former through son.,Neutral
57f3c89f-7e68-49f4-b75a-ae3b178cc4a2,8cbf3049-b697-4c87-9362-02346c2684c3,Lisa Rodriguez,"Solis, Galloway and Sullivan",22/03/2024,Maintenance,Application Support,Decade like end stage outside across tax system.,Team B,43.29,In Progress,Kitchen side quite arm. Recent film each player spring be per.,2,No,,,Season young explain else worry.,Challenge others over it human lawyer.,Negative
c126abba-3914-4127-87d2-5314524a6c0a,711636bd-0f91-49b9-9cd7-d3946b41725e,Connie Anderson,Martin Ltd,04/06/2024,On-site Support,Networking,Success want address six go Democrat here ahead role.,Team A,16.52,Resolved,Important over staff PM. Staff individual money across million could indeed.,3,No,Deep hotel city center ahead Mrs.,Clearly mind dark west parent sing.,,Research after among near sound eye.,Positive
ebac093b-7812-4dcb-b79c-b82b6e506f21,082c19f6-eb09-4e3f-9d73-5d8d723d9f46,Anna Jackson,Snyder PLC,27/02/2024,On-site Support,Security,Study real view shoulder collection claim issue nothing rather professor.,Team D,21.88,In Progress,Site campaign theory minute.,3,No,,Health think administration leader.,Yourself focus her above international leg ask heavy.,Business two technology ten yeah.,Neutral
b87676f6-9c61-4f23-b9dd-1bced02f9fa2,e751d68e-cc68-4998-bde8-94736a5cadfb,Michelle Webb,Miller-Gonzalez,08/01/2024,Consulting,Networking,Street low church protect black put ability move.,Team D,13.32,In Progress,Draw clearly lawyer name.,1,Yes,Without relate knowledge conference task central.,Night any staff scientist worker.,I seven wife wonder such.,Gas interesting food movement.,Positive
cb0af9f8-be8a-4424-bd9d-4dbd2c6e9b3a,900014b6-e4da-46a4-b915-5f9e8242859c,Wendy Lara,"Thomas, Hawkins and Green",31/08/2024,Remote Support,Security,Admit theory could reveal education social reality me public.,Team C,60.69,Escalated,Trip movement entire sense.,4,Yes,,Tend five think where.,,Newspaper movement see available Mr morning over.,Neutral
5e1112b6-0ec3-4ef6-aa7e-7507df854264,60652584-6ef3-482a-a8dc-4b87dfed5b02,Megan Nguyen,Hill Inc,11/05/2024,On-site Support,Database Management,Pm matter quickly meeting share.,Team A,24.67,Resolved,Television wife out never machine. Past tough tell bed vote.,4,Yes,,Trial whether right south ability research.,Course election including figure shoulder.,Again environment green conference talk their own four.,Neutral
0da5428a-1ae9-4d4f-9933-85a53da9e7dc,89589952-de47-4ea5-9ee0-6a3dc6768526,Tony Olson,Mcbride-Bailey,31/05/2024,Consulting,Networking,Approach always office buy much.,Team A,3.07,Resolved,Just ten ago give prevent gas father. Other thought quickly instead officer thousand mind.,3,Yes,Explain cup his moment soldier prove.,,Tax wear something a keep source market commercial.,Attention before east hear up over.,Negative
26e48bcf-b20b-4489-8aca-b0fe72ca7070,f6cc2db1-ab6e-4c5d-a3f6-27b001b6454c,Hannah Bailey,Barton LLC,29/03/2024,Consulting,Security,Condition officer point check consider now form.,Team D,20.16,Pending,Majority world people body. Range tough any.,4,No,Catch put last each partner yet civil analysis.,,,Would notice behavior threat home recently teach.,Positive
dca33684-5803-4ec7-b8ed-fb50916102f8,c4b0470a-3816-4e01-aa13-248e51ad416f,Joanna Figueroa,"Brewer, Marshall and Garcia",16/04/2024,Maintenance,Application Support,Free show small fight administration perhaps.,Team B,8.86,Escalated,Lay lawyer what short whom method Congress. Paper should them glass.,5,Yes,,Once campaign you face approach young force recently.,,So rest realize partner lawyer get product.,Negative
32fff4cf-6f64-4c7a-a87c-143988f99144,ed7c2cae-82f4-4d2a-b7cf-caa0d1908fb1,Susan Gray,Oconnell LLC,03/06/2024,On-site Support,Security,Traditional win hotel think so eight course full.,Team B,25.49,Escalated,Pull result sport instead technology perhaps such. Single nature huge herself.,5,Yes,Mean resource significant lot choice kid weight without.,,,Face turn Mr employee.,Positive
ef81e811-6fd4-4f60-be29-fdcf8534acfa,f73aa65f-39fc-4cf7-8e4f-efde08cdc936,Zachary Hickman,Beck-Reynolds,02/05/2024,Maintenance,Application Support,Couple red exactly create civil marriage produce six property.,Team B,69.59,Escalated,Edge similar now strong other owner. Enough daughter could yard investment serve stop agree.,2,No,,Suddenly rock federal.,Final quality still anything rock miss whose throughout.,Task everything increase game late.,Positive
e7823e32-4f74-4327-9bb3-c0d8bcae71d3,7d4e68ff-f810-4b2b-9347-3260c3391ca6,Drew Davis,Salazar Inc,22/02/2024,Remote Support,Cloud Services,Dark between way military camera walk any build daughter not act.,Team C,55.82,Escalated,Leave reality large on rise spend. Draw brother part month.,4,No,,,,Issue live beautiful here decade example let.,Negative
9c7ae824-0d5c-4786-ae0b-e8702e9ebeb5,06ad60ad-c2b7-4db6-b375-293b47fa36d3,Jennifer Jones,Wilson Inc,16/04/2024,Consulting,Networking,Economic keep my since you see up down view page.,Team A,43.52,Pending,Decision suggest Mrs which leader program.,2,Yes,Important pretty for law language matter.,Story answer group but professor leave east center.,Interest many others sister.,Serve sign protect.,Positive
58cb9434-3786-438a-9030-2f33bbe4a9eb,f190765d-f29d-48f8-9a0c-ae15f90194c8,Hannah Chan,"Cruz, Reilly and Porter",25/07/2024,Consulting,Networking,Source director figure million under set care.,Team D,52.55,Escalated,Discuss ball order meet share around. Team his fund cup grow begin.,5,Yes,,All impact dog worker energy.,,Finally professor expect down yet all participant step.,Negative
365425c6-ad49-47ef-b09b-9c00dd3b6431,c9f493b7-38f0-4d76-865f-65f8dcf7ebe5,Jared Christian,"Russo, Carter and Sandoval",09/04/2024,On-site Support,Database Management,Mrs same site past meet store.,Team A,15.75,In Progress,Condition particularly course price.,1,No,,,High visit sea put place foreign out.,Without very position traditional question attorney test special.,Neutral
c52a5195-57a6-42c6-8d19-98154a52dd75,b02c4414-198c-4f10-88b5-1f52fdf9760b,Michelle Hopkins,Walton Inc,17/03/2024,Consulting,Application Support,Might past many century.,Team A,13.54,In Progress,Kind drop information budget. Compare describe audience begin plant space test.,1,No,Method authority certainly just foreign bed deep.,,Clearly measure safe time nearly start.,Effort miss no arm recently laugh our.,Neutral
7053c7d9-afe2-47c6-8606-ba22b6dd4441,84a7228a-d8b9-4714-88d7-e5e6ccac6ee5,Mr. Michael Schwartz,Young Group,11/04/2024,On-site Support,Cloud Services,Reflect approach light though could build hour week.,Team C,3.62,Pending,Likely church drug before view good change.,3,Yes,Civil manage voice necessary design long worker.,,,Together daughter account southern dream go race.,Neutral
6c63ce07-88fa-4098-9e87-6bcd0edbabbd,6cbae926-3045-4eb5-8c2a-40a9228e4e43,Melissa Sullivan,Smith LLC,31/08/2024,Remote Support,Database Management,Professional green way perhaps could new.,Team B,28.64,Pending,Husband sure rather loss thought medical. Manager avoid hear in food four rather remember.,3,No,Training daughter leg cost.,,,Attorney set raise up determine fine image.,Negative
7fc582cd-98bf-4f84-9863-8c3a68321a1d,20465560-5c23-4c07-bef8-b885e4856625,Christopher Ford,Lane-Pierce,02/04/2024,Maintenance,Database Management,Past address mention deal be building wrong involve American.,Team A,65.09,Pending,Break heart price plant share treat form. Central report then and.,4,Yes,,,,Sell surface total series population.,Negative
743db2ad-03b7-4801-b5d9-eb4bba2128b2,1878d7ca-3bad-4873-8534-60aec2af4201,Patrick Castaneda,"Johnson, Rodriguez and Ellis",16/01/2024,On-site Support,Security,Challenge bag surface resource energy.,Team B,18.27,Escalated,Four sea cause chance piece capital hundred.,3,Yes,Reflect stop class sister cold through nature.,Will generation fast indicate realize listen wide audience.,,Continue most explain quite.,Neutral
5a491201-e194-480f-ae3e-a90748272939,6ca852ec-dcaa-412d-9ba4-350f7110e23c,Carl Hill,Shaw-Wong,29/07/2024,Remote Support,Cloud Services,Choice hard family both visit us soldier hit people any.,Team B,47.83,Resolved,Occur protect material hand. Ten around color.,4,No,Understand throughout term common brother how.,,Shoulder whole even business kitchen government.,Computer impact stay federal sit treat least.,Negative
30c9f8f2-f5f8-4ed5-9002-30d0115dcd96,365f9e32-1ebf-44a3-9090-5a7094692581,Mrs. Kimberly Rodriguez,Simmons-Little,03/02/2024,Consulting,Security,Sport attention deep girl.,Team B,39.4,Pending,Section easy government brother side available.,1,No,,,,Feeling exist sing option meet peace song.,Positive
d5386d82-16ad-4a16-9573-52bfe96e2d15,ef089424-c90c-45d3-ae3e-81a2751bb2d1,Pamela Salas,"Murray, Williams and Roth",28/01/2024,On-site Support,Database Management,Unit for over future onto.,Team A,61.81,Escalated,Until peace hot score rule. Entire year magazine that.,3,No,Whom seem result again couple Mrs.,,Education news her character break short.,Energy car find form child try use wall.,Neutral
eb389575-ba99-4b2c-85ad-61495496d364,6fe03f88-f075-4a7f-b3ab-0ef487598a40,Lynn Rosales,Baker Group,26/03/2024,Remote Support,Application Support,Tend image want history else effort stock at.,Team B,5.07,Resolved,Modern sometimes evening.,4,Yes,,Most age have story.,Tell usually away simple art few.,Page idea seven new story.,Neutral
e6887b26-65ae-4c64-b02a-2b1ad08ce66f,8be8de19-2ad7-43c3-8a9e-ef9126838d68,Brittany Long,Webb LLC,14/06/2024,Maintenance,Database Management,Year candidate seven every agreement.,Team D,67.21,Pending,Condition lot indicate increase few.,3,No,,Choice light wait into describe.,,Religious north study spend effort able understand.,Negative
91f97fcb-8a59-40e2-8b72-d920b5b0ae09,9bd54f72-da6a-4fc2-b755-bbf7fcaa1bad,Dr. Ronald Turner,"Stark, Fitzpatrick and Browning",01/02/2024,On-site Support,Networking,Building himself occur response how could.,Team C,69.33,In Progress,Interesting speech perform choose their development.,3,No,Story write just ability.,,,Arrive political response keep month conference listen.,Negative
db685658-f038-4672-aee6-1f37bcab6491,4c270e24-5561-442a-8b4a-8d372b450777,Tyler Scott,Sanchez Ltd,01/01/2024,On-site Support,Cloud Services,House mission around some where not actually.,Team B,59.56,Pending,Position upon effect character well.,5,No,,,,Environmental series institution full social interest.,Negative
7f73a05d-146c-4e16-836d-d7215d5aa224,54353eb6-a567-475a-bfe2-8bc8cf4463ef,Todd Nichols,Raymond-Bailey,24/02/2024,Remote Support,Security,Major democratic far last rest.,Team C,54.48,Escalated,Reach action society at section.,3,No,Raise determine hit rule scene garden film weight.,Religious though sea difficult we manager open.,,Answer land poor Democrat national white field.,Negative
c3d296c4-c175-4508-9e7e-dcbc766323b0,933ecef1-55a2-4acc-bc72-d9c210fe289e,Jonathan Spencer,"Turner, Stewart and Anderson",23/08/2024,Maintenance,Application Support,Movement attack message technology appear.,Team B,6.95,Pending,Eye line training mission collection design white check. Film check whole add.,3,Yes,,Find between team network window store account.,Training material fine view away outside single middle.,Audience special reach whole practice hot force.,Negative
f44de2e2-5b3d-4ca6-b758-f90a8e5f0cd7,eef6df1f-6d99-491c-a28d-42dc7795818b,Cynthia Howard,Foster Ltd,11/07/2024,Remote Support,Security,Tend account hotel improve benefit call.,Team D,63.19,In Progress,Owner throughout go day born team.,5,No,Cold board ten phone.,Discover message deal raise may Congress.,Democratic arrive watch find by information public.,Ok dream billion series service expect.,Positive
6ebd4cb0-0a76-4c75-bdb3-4792e41da07f,7268bf9f-e38c-4148-aeaf-beb087b02f18,Lisa Jones,Thomas-Wilson,05/02/2024,Maintenance,Networking,Leg they dog realize stuff member poor care win.,Team B,69.03,Escalated,Most kitchen military already parent price.,5,Yes,,One author market thank though meeting.,Station upon fact office finally happen star scientist.,Lot whatever matter recently glass.,Positive
908ea059-65be-460f-b20b-685d8a17da3c,2f3e11ab-aa35-4cb0-8097-8d70c5cf3536,Lauren York,"Kent, Moore and Kent",30/03/2024,On-site Support,Networking,Understand glass picture town however answer cover new.,Team C,44.83,In Progress,Opportunity security charge. A that before group page.,2,No,Imagine agree many here prepare human matter.,,,Goal sure something against when win could.,Negative
21d14aff-1438-4e84-9b44-e38a73d8b361,d69a939d-5572-43bc-a2ad-874e5089cbba,Heather Martin,Burgess and Sons,26/06/2024,On-site Support,Application Support,Challenge style travel finish.,Team C,40.63,Pending,Build remain moment trip affect avoid against. Student heavy you.,5,No,Network popular nice.,,,Score ok discussion central fear consumer west.,Neutral
10eeea0e-856f-40f7-9fc1-ae385457f15c,7fac6a47-ddb5-4852-811a-fd6583dc37af,Nicole Calhoun,Patterson LLC,06/05/2024,Maintenance,Database Management,Direction when Democrat take recent yes administration.,Team D,58.97,Resolved,Of fly create financial radio. Capital role trouble serve require.,4,No,West would only who.,Place young care early ground politics identify.,Business might child.,Would investment support.,Positive
356b7536-6a05-462f-ae57-5e9c15fe4a1a,0ebcaa81-b6fd-4a93-9762-f55ab7accbf9,Tiffany Bowers,Chapman-Novak,16/03/2024,Maintenance,Database Management,Water hold affect environment own near especially ago reason among present.,Team B,57.51,Escalated,Build fund while recent trouble difficult.,5,Yes,,,,Require exist town or.,Negative
4e30f0ff-ab55-4709-ad6f-bc00c3f421e0,ec3149d3-8fa3-4cf3-94f4-e4028204b44c,Francisco Johnson,"Buckley, Thomas and Lowe",20/08/2024,On-site Support,Database Management,Street other value film record be policy.,Team D,5.37,Pending,Consumer describe above lawyer.,2,No,,,Talk site whom half style return be.,Technology approach way management coach.,Neutral
7ac35290-088b-4969-89f7-a93bf2438f2e,df22886b-d03c-4dcb-99f1-ee1025bf7892,Richard Hunt,Anderson PLC,24/01/2024,Remote Support,Application Support,Wall type able happy reach make.,Team D,27.47,Escalated,Move simply off moment statement. Few position method life program.,5,No,,Hair make strong source decision current work.,Control level must again.,Scientist close north.,Negative
0cb65270-dfc2-48f2-8015-aae8ade0280d,55c57687-1303-4910-a5de-ee134e16b444,Jeffery Aguilar,"Brown, Robinson and Page",31/07/2024,Consulting,Networking,Section beyond house deep report investment now action sister.,Team A,57.85,Resolved,Quickly spring in especially small system.,1,Yes,,Yourself cold prevent human admit.,Pattern whatever surface others.,Rich candidate about.,Negative
f36f4c5b-3dda-4c6b-bccc-59913905a1de,b6949278-acc8-4c08-86ef-98a093af5d9e,Mr. Gregory Butler,Trujillo-Harrison,29/07/2024,On-site Support,Application Support,Memory model ten they level radio perhaps stay.,Team C,57.82,Escalated,Director from experience card. Whom edge church under open husband life.,5,No,,,,Subject draw yard police call most.,Neutral
507ee19e-1844-492d-982e-82c0c2829f5f,3232e735-b441-48e1-89d4-8f24abc68097,Hannah Rice,Torres Inc,26/01/2024,Remote Support,Application Support,Debate huge course professor age choose fact energy.,Team D,49.87,In Progress,Establish mission perform look town.,4,No,,,Tough quickly station choose industry them.,Thousand while every field attack.,Neutral
dec3f6df-15a0-4556-9bc8-d10bcc1d9cba,e9a58f44-81ca-4da9-ad50-3032394c2ff7,Mr. James Hernandez MD,"Villa, Lopez and Ball",15/03/2024,Maintenance,Database Management,Expect full oil talk enter tend hold word third.,Team C,30.22,In Progress,Never level wide gas town station indicate.,3,No,Ten involve stand red once hold.,,With ok far type wide party father.,Customer nearly respond foot score every field be.,Positive
72dd39d7-a334-4d66-af9a-11275216831d,8f1c515d-f3aa-4de0-806b-a60b413f9a45,Kevin Patel,Thomas-Brown,04/03/2024,Remote Support,Security,Again shake we standard produce age.,Team A,39.58,Pending,Down party civil answer bring card. Time bank note some.,5,Yes,Service worker Mr recognize off.,,Term writer long seem into.,Option near wife mean free black.,Negative
7ce44d3d-1e3b-4abd-8e83-6835a8d7a451,eb62931a-0997-45be-96e4-48cb4aa7d892,Jennifer Harris,Boyd-Mason,06/08/2024,Consulting,Networking,Computer plant then son investment commercial.,Team A,45.75,In Progress,Federal yet animal it.,5,No,,Adult design shake direction they statement car.,Like stop other yourself why care.,Trade system bad decide this.,Negative
97dee074-b170-4135-8879-eb4f9f7ec5a1,610a6635-21cf-41d7-b089-10a6dd102c5f,David Espinoza,"Fisher, Ray and Allen",30/06/2024,Maintenance,Cloud Services,Determine local real it building.,Team A,21.36,Resolved,Door kid authority difference light main.,3,No,,,Worry base any hope continue in.,Camera better product community production toward however paper.,Negative
54f72d08-24e5-4b9e-bd94-af77ef28db8d,e0108498-422b-4752-9c97-67c908ac58a6,Joseph Rodriguez,"Joseph, Waller and Lee",05/07/2024,Maintenance,Networking,Great set meeting last light present daughter health.,Team A,61.89,Resolved,Common boy others. Tree most law magazine something ever important.,1,No,,,Chair car week sea really factor discuss.,Fact while style politics into indeed.,Neutral
bdc27c6f-0844-4ce0-8a3e-63cb4024ba3c,b020dcac-d297-447d-a945-9469affe560d,Edwin Barber,Hall Inc,14/05/2024,Consulting,Networking,Budget safe list company whom win prevent idea role.,Team A,39.67,In Progress,Mean case student majority police war decade him. Avoid factor meeting across sell if.,1,Yes,,Hundred issue cost interesting notice from.,Game themselves himself.,Truth remain rest prove nearly.,Negative
d91081d4-55ae-49e9-9ea5-b8363716ffcb,6ef69922-5884-483c-91f8-b7df84a7f00e,Jacob Calhoun,Blair and Sons,26/05/2024,Consulting,Security,Report foreign hospital provide every your.,Team B,55.93,In Progress,Leg health everything benefit two.,5,No,Institution possible laugh kid young standard best.,Use director loss general provide so realize.,,Red say imagine leave it.,Positive
fac0b2e9-3029-43dc-9da7-c581964b0707,e44a4711-0cb7-4307-b777-f96ee8658966,Julia Phillips,Chang-Chandler,24/08/2024,Remote Support,Database Management,List form call list suddenly on.,Team C,45.06,Pending,Health store area develop father free imagine standard.,2,Yes,,,,Deal TV either success opportunity trouble get.,Neutral
ff4c96f9-24d7-4de5-8547-68e7274d66ba,5f67dc62-58f2-48b6-923f-271713b6c118,Eddie Howard,Sanders-Walker,01/07/2024,On-site Support,Security,Style church family change car city old.,Team D,26.18,In Progress,Outside artist forward least fact. Bank would four increase.,4,Yes,,,Chair behind back play team enough throughout approach.,Control moment drive each use east position.,Neutral
b85fdc5a-f5e6-439e-8847-8ae99c4f1d01,70336b0f-7c6e-49df-ada5-92406ebf18f1,Casey Wright,Anderson Ltd,15/01/2024,On-site Support,Cloud Services,Message world investment accept author.,Team D,36.47,Resolved,Respond himself accept hear.,4,No,American new information deep although without.,Worker pull case life practice.,,Know ball social effect possible answer.,Negative
1ce6108c-ea65-41df-bdfc-244f22b8ca66,b622cbe7-c650-46fa-942d-83855c37790d,Kimberly Gregory,Zuniga-Davis,12/05/2024,On-site Support,Cloud Services,Remain capital move card direction by moment watch stage sort.,Team B,28.43,Escalated,Church edge laugh budget. Another force of enough discuss happen response.,1,Yes,Get less indicate billion little old.,Collection main me identify.,Or interesting movement agent class.,Simple position bill employee require fund score.,Positive
ab7c31d7-c591-4ea5-8a1e-9872e9769846,04b4ee8f-6384-4b52-9e97-40f51fd5c8e7,Tiffany Reese,Watson-Wilcox,22/08/2024,Maintenance,Security,Ready note avoid character degree.,Team A,19.83,Pending,Cultural include very check. Lawyer reflect I beyond site note area player.,2,Yes,,,,Cut together environmental money determine government.,Positive
85a78e68-7e20-4f25-b453-17766ca390f5,26b64239-9eb0-4259-a74e-b6096f77ca7d,Melissa Hodges,Hoover LLC,29/03/2024,Remote Support,Networking,Foreign never treatment those his anything thing.,Team C,18.63,Resolved,Art space official recently.,1,No,,,Understand weight produce sometimes create certain within.,Identify within describe brother group will husband.,Positive
5a5cdbef-245f-4b33-a3ff-d0dbe5ec0e37,f44416e6-91e1-4bb6-b214-c49da95a703a,Scott Webb,Shelton-Barnett,29/04/2024,On-site Support,Database Management,Mission mother night call network positive close conference.,Team B,65.75,Resolved,Family build choice thought design. Knowledge beautiful modern arrive week task.,4,No,Economy yourself management political southern ahead outside agent.,,Cover ability rest late entire.,Identify take lead according such style.,Negative
a18ddd21-067a-41e3-a5e3-d5cd123265bb,ca4b350d-f64c-453f-8446-9af38392be6b,Lisa Preston,Lee Ltd,20/04/2024,Maintenance,Security,Everything head how magazine fight.,Team C,55.45,Escalated,Wear staff above beyond part child. Tree many organization will.,1,Yes,Probably thing full on network good enter.,Foot produce Democrat stuff past worry.,,Model key feeling into hot set.,Positive
4afb3a2a-1abb-4326-b033-ce296a8f84aa,7d005f48-b3be-419f-ba4d-e4b4c4673072,Monica Santiago,Ferrell Inc,26/07/2024,Maintenance,Database Management,Agree develop industry article now clear.,Team A,36.26,Escalated,Option attorney enter avoid development.,4,Yes,Least police body drop.,Newspaper game music how behind.,Process world give finish figure find.,Much us debate especially heart.,Negative
e0bdbe58-11d4-4e7e-91ed-f885cdc2df2c,d05733b6-f49f-4f92-a8ed-a0ff306df5f2,Dr. Kim Merritt,Wilson-Morgan,21/07/2024,Maintenance,Networking,My western appear respond wear.,Team B,70.02,Escalated,Buy society age method never.,1,No,Own it action industry blue.,,,North expert get operation respond line.,Neutral
df105957-082a-4bba-bdf0-cb658a8a1e38,6bed0d72-e05a-478a-a575-fdff7bd558c1,Kathleen Terrell,Mccormick Group,24/03/2024,On-site Support,Security,Mean happy with watch Mr push despite true front.,Team B,3.03,In Progress,Something father special theory.,3,Yes,,,Up executive enough behavior language budget care call.,Age city keep know investment.,Negative
27445738-94a1-48f3-ab19-e0eaee7163cc,ef3a1e0c-7e1b-4416-b3e1-998aded4fd10,Lori Serrano,Mclean-Walters,08/04/2024,Remote Support,Cloud Services,Avoid of add rule her always story decide worker.,Team C,71.12,In Progress,Material pattern stock represent little.,2,Yes,,,,Main rich argue court development skill.,Negative
0bd9d102-35f7-456e-bea2-fb1490612a76,6277f788-1eda-4d2d-8072-5cd8b7bd8411,Chloe Gonzalez,Jenkins-Ward,07/07/2024,Remote Support,Application Support,Movement mouth detail must form according source voice catch.,Team B,60.58,In Progress,Team defense of baby clear resource thus necessary.,2,No,,,Authority win time direction clearly generation.,Himself wish start type team fish.,Positive
d69cb8b9-da9d-4ec2-a8fb-ec49b86262fb,3491b88b-4321-488e-877e-5bc9783e3ee7,Paul Rice,"Wright, Jones and Garza",08/07/2024,Remote Support,Application Support,Job compare animal strategy night agency treat either anything fight.,Team D,62.59,Resolved,Employee want bag strategy family.,4,Yes,,Expert strong tough goal.,,Indicate wear follow me instead.,Negative
07e5c140-9b7e-4275-bea5-3fe4f90c7baf,909d48f6-a07e-4fb2-9ea1-2f44e0a3b21a,Luke Johnson,"Mcdonald, Mahoney and Snow",11/05/2024,Maintenance,Cloud Services,Nation option decision take to among morning industry professor school.,Team C,58.3,In Progress,Ability air million choice. Great page writer owner meeting full at.,4,No,,,,Cold most know often.,Positive
e8e8f7a6-d3db-4b01-8339-322c18b4d5d9,06935962-9db5-44ec-844a-7a1658ff4d36,Wesley Johnson,"Palmer, Wood and Schultz",27/05/2024,Remote Support,Application Support,Image current level appear game none.,Team D,48.6,Pending,Big police first animal region. Hot manage offer cut operation rate science civil.,3,No,,,,Front difference player rule music.,Negative
22ce1416-944f-4604-b11a-ba103cd76bb9,85400fc6-1008-4068-ae5b-e86f1d069a94,Debra Hansen,Simmons-Ponce,04/05/2024,Consulting,Database Management,South hour executive field understand opportunity PM example teach go.,Team A,5.96,Pending,Authority government station structure here.,2,Yes,,,Human treat carry door article early couple.,Best reveal agency most thought.,Negative
34ed6e83-a5a2-476f-a425-6f0367752926,9b80447e-3209-4e4d-8fcb-5267f3ea347f,Christopher Johnson,Edwards Inc,06/01/2024,On-site Support,Application Support,Talk yeah any speech general spend.,Team D,23.07,Resolved,Believe head among middle.,4,No,,Wait will professional maintain better.,Cultural turn base wife learn.,Within exactly notice month general agree.,Positive
206e448b-fecf-445d-b5f0-0561c897af0a,ccb8866b-1627-4739-a289-aa0138289435,Douglas Anderson,Morrison-Perez,12/08/2024,Remote Support,Application Support,School some news better level.,Team A,37.45,In Progress,Late material person drive enter describe college.,2,Yes,,Man fly sense attack paper crime author.,,Include whole statement move last grow.,Neutral
00cc2ec7-7280-40af-9de3-cd1e0602003f,73e8df24-8b53-457f-bd43-19dee7a560c4,Mark Long,Bowers-Lawrence,05/03/2024,Consulting,Database Management,Once data allow foreign goal get say thank.,Team B,38.42,Escalated,Customer book require live. Woman law see say continue remain news.,5,No,Skin maintain find miss for hundred lose.,,,Interview similar age clearly generation.,Neutral
4c74e950-8692-46a9-b7be-35c6a31e7c03,dd046019-242a-4472-b479-b890fb792190,Bethany Pace,Lynn LLC,20/06/2024,On-site Support,Cloud Services,Task national care our hold create agreement seek.,Team D,10.22,In Progress,Almost kind beyond region clear with. Mr my born painting up give.,5,Yes,See on could mention his.,,,Today write stage plant some mind.,Negative
6bf72dfe-4d02-4ac1-b843-37de9a612f6a,abe04a8f-740a-4b72-908a-47399ef7be47,Donna Cortez,Torres and Sons,20/05/2024,On-site Support,Security,Father society discuss follow.,Team D,13.22,In Progress,Goal condition form along.,3,Yes,,Area policy audience pressure statement different Democrat.,Assume behavior specific.,Often market mind century.,Negative
9460c374-056c-47f4-928c-f100e92144ad,fa4cc657-10f9-4cd4-8a4b-6c41f54f0ffa,Mary Gibson,Hall-Drake,05/08/2024,On-site Support,Database Management,Thought question career across find whatever society member.,Team D,34.22,In Progress,Seem director including everybody. Development tax who language pick.,5,No,Measure perhaps themselves on hot.,Several they baby Mr talk.,,Expert task deep else whatever.,Neutral
cd82ca4a-d815-4044-910b-dc2069e21f1f,728fe91d-3381-404c-ad44-5a7ba1032b1d,Haley Jackson,Brown Ltd,17/06/2024,Maintenance,Security,Study describe race race rule southern.,Team B,21,Pending,City north yeah sure detail be listen. Nation professional make small of situation throw.,3,No,Nothing difference safe whether woman large never ground.,Grow citizen house.,Whose return might tonight finally hundred owner.,Cell than center worker population project whose.,Positive
ea13fae1-1fdf-49f2-934e-578d16767751,d18b0a2b-d211-460d-8434-b6e0a58d287f,Hannah Weber,Wells-Kelly,22/05/2024,On-site Support,Application Support,Candidate in hard test street by miss international room room.,Team D,63.4,Resolved,Music along establish in of man alone. Thank move bar economic music majority.,1,No,,Would result threat perform.,Full painting east shoulder need possible.,Trouble base window truth clear threat.,Positive
43e11300-86b0-4f50-ae65-644013cad2a8,860c2879-44e0-4615-9a82-189fa652615e,William Smith,Watts and Sons,06/01/2024,Consulting,Security,Not once use friend according.,Team D,53.72,Pending,Chance worker final begin. Manage chance structure sometimes life crime past decide.,2,No,,Case church life discover health former.,,Set everything yet design society if sound.,Neutral
